pincode,locality,district,state,lat,lng,office_count
140118,Agampur,Rupnagar,Punjab,30.964150,76.597636,2
140119,Abiana,Rupnagar,Punjab,30.692051,76.698410,7
140123,Mangewal,Rupnagar,Punjab,30.966611,76.371528,3
140124,Dhobeta,Rupnagar,Punjab,30.692051,76.698410,5
140125,Ajauli,Rupnagar,Punjab,30.692051,76.698410,5
140126,Bass Bhabour,Rupnagar,Punjab,30.966611,76.371528,6
140127,Bhallan,Rupnagar,Punjab,30.966611,76.371528,5
140128,Jhaj,Rupnagar,Punjab,30.966611,76.371528,6
140133,Daroli,Rupnagar,Punjab,30.966611,76.371528,6
140201,Bhankarpur,S.A.S Nagar,Punjab,30.692051,76.698410,2
140301,Cholta Khurd,S.A.S Nagar,Punjab,30.966611,76.371528,10
140306,Dharamgarh,S.A.S Nagar,Punjab,30.692051,76.698410,5
140307,Bhago Majra,S.A.S Nagar,Punjab,30.966611,76.371528,8
140308,Kumbra,S.A.S Nagar,Punjab,30.692051,76.698410,3
140401,Rajpura,Patiala,Punjab,30.485972,76.103028,3
140402,Basantpura,Patiala,Punjab,30.490000,76.591974,14
140405,Badochikalan,Fatehgarh Sahib,Punjab,30.576000,76.339278,6
140406,Adampur,Fatehgarh Sahib,Punjab,30.615917,76.390000,15
140407,Fatehgarh Sahib,Fatehgarh Sahib,Punjab,30.648083,76.392750,1
140408,Badali Ala Singh,Fatehgarh Sahib,Punjab,30.630000,76.500000,9
140412,Badwala,Fatehgarh Sahib,Punjab,30.710000,76.440000,8
140413,Bajheri,S.A.S Nagar,Punjab,30.966611,76.371528,6
140417,Gadapur,Patiala,Punjab,30.436611,76.683333,11
140501,Dharamgarh,S.A.S Nagar,Punjab,30.692051,76.698410,13
140506,Dappar,S.A.S Nagar,Punjab,30.692051,76.698410,5
140507,Baroli,S.A.S Nagar,Punjab,30.692051,76.698410,5
140601,Jhansla,Patiala,Punjab,30.550000,76.690000,5
140602,Bhagrana,Fatehgarh Sahib,Punjab,30.580000,76.600000,7
140603,Chhatt,S.A.S Nagar,Punjab,30.692051,76.698410,4
140604,Baltana,S.A.S Nagar,Punjab,30.670333,76.832056,1
140701,Ajrawar,Patiala,Punjab,30.402194,76.540000,10
140702,Lachru Kalan,Patiala,Punjab,30.331944,76.611361,5
140802,Amrala,Fatehgarh Sahib,Punjab,30.770000,76.395384,8
140901,Jayanti Devi,S.A.S Nagar,Punjab,30.692051,76.698410,5
141001,Ludhiana,Ludhiana,Punjab,30.910000,75.832861,9
141002,Model Town Ludhiana,Ludhiana,Punjab,30.868222,75.756667,2
141003,AP Basti,Ludhiana,Punjab,30.891667,75.862025,6
141004,PAU,Ludhiana,Punjab,30.902389,75.814694,1
141006,Gne College,Ludhiana,Punjab,30.858917,75.861639,1
141007,Boothgarh,Ludhiana,Punjab,30.960000,75.915000,8
141008,Baggakhurd,Ludhiana,Punjab,30.918417,75.847556,17
141010,Focal Point,Ludhiana,Punjab,30.897567,75.904194,3
141011,"Nodal Delivery Centre, Ludhiana",Ludhiana,Punjab,,,1
141012,Rajguru Nagar,Ludhiana,Punjab,30.880389,75.790833,1
141013,Basant Avenue,Ludhiana,Punjab,30.866047,75.823596,2
141014,Daba Road,Ludhiana,Punjab,30.868910,75.901074,2
141015,Karyana Kalan,Ludhiana,Punjab,30.927613,75.924750,2
141016,Lohora,Ludhiana,Punjab,30.848000,75.890500,1
141017,Jugiana,Ludhiana,Punjab,30.846000,75.948111,1
141101,Dhatt,Ludhiana,Punjab,30.820398,75.670869,7
141102,Bhanohar,Ludhiana,Punjab,30.862707,75.714615,6
141103,Khandur,Ludhiana,Punjab,30.800476,75.704648,2
141104,Akalgarh,Ludhiana,Punjab,31.328441,75.347012,4
141105,Abbowal,Ludhiana,Punjab,30.752592,75.686262,5
141106,Halwara Aerodrome,Ludhiana,Punjab,30.764286,75.651414,1
141107,Attiana,Ludhiana,Punjab,30.717158,75.653461,9
141108,Andlu,Ludhiana,Punjab,30.686929,75.683353,7
141109,Bhaini Baringa,Ludhiana,Punjab,30.637313,75.624043,13
141110,Bassian Bet,Ludhiana,Punjab,30.913455,75.636614,6
141112,Bhagpura,Ludhiana,Punjab,30.907622,76.003222,8
141113,Chhandran,Ludhiana,Punjab,30.847305,76.075029,4
141114,BALION,Ludhiana,Punjab,30.825922,76.196486,22
141115,Hambowal,Ludhiana,Punjab,30.959421,76.194861,6
141116,Alamgir,Ludhiana,Punjab,30.835284,75.598985,6
141117,Jhamat,Ludhiana,Punjab,30.676684,75.901319,8
141118,Butaheri,Ludhiana,Punjab,30.707010,75.849764,5
141119,Babarpur,Ludhiana,Punjab,30.634461,75.944147,7
141120,Bilga,Ludhiana,Punjab,30.842188,75.965166,6
141121,Chhourian,Ludhiana,Punjab,30.900014,76.310972,4
141122,Natt,Ludhiana,Punjab,30.839222,75.652084,3
141123,Sahibana,Ludhiana,Punjab,30.869596,75.821848,2
141125,Kotala,Ludhiana,Punjab,31.351025,75.900266,4
141126,Junewal,Ludhiana,Punjab,30.891070,76.068667,3
141127,Borra,Ludhiana,Punjab,30.823304,76.147395,4
141201,Kila Raipur,Ludhiana,Punjab,30.762361,75.821305,1
141202,Ballowal,Ludhiana,Punjab,30.755953,75.745870,4
141203,Assi Kalan,Ludhiana,Punjab,30.762628,75.799643,5
141204,Chhapar,Ludhiana,Punjab,30.649053,75.832130,6
141205,Bahrampur,Ludhiana,Punjab,30.666999,75.770579,6
141206,Bhutta,Ludhiana,Punjab,30.780714,75.915839,7
141401,Khanna,Ludhiana,Punjab,30.702917,76.224417,3
141411,Barwali Khurd,Fatehgarh Sahib,Punjab,30.720000,76.330000,9
141412,Bagli Kalan,Ludhiana,Punjab,30.716863,76.145041,10
141413,Nizampur,Ludhiana,Punjab,30.691778,75.031139,3
141414,Allona Pallah,Ludhiana,Punjab,30.665440,76.117479,9
141415,Bharthala Randhawa,Ludhiana,Punjab,30.598655,76.071278,5
141416,Barmalipur,Ludhiana,Punjab,30.730129,76.046397,4
141417,Chak Mafi,Ludhiana,Punjab,30.728297,76.246137,11
141418,Begowal,Ludhiana,Punjab,30.837744,75.876249,4
141419,Ghaloti,Ludhiana,Punjab,30.726500,75.970998,3
141421,Bilaspur,Ludhiana,Punjab,30.779380,76.009107,10
141422,Hissowal,Ludhiana,Punjab,30.813234,75.665902,3
141801,Chari,Fatehgarh Sahib,Punjab,30.830000,76.325000,8
142001,Moga,Moga,Punjab,30.813370,75.175565,3
142002,Budh Singh Wala,Moga,Punjab,30.862550,75.194500,7
142003,Dhalleke,Moga,Punjab,30.862550,75.194500,5
142011,Bahona,Moga,Punjab,30.788040,75.192975,6
142021,Pamal,Ludhiana,Punjab,30.837477,75.746861,3
142022,Dad,Ludhiana,Punjab,29.870776,75.897954,6
142023,Gurreh,Ludhiana,Punjab,30.804616,75.564571,9
142024,Barsal,Ludhiana,Punjab,30.833093,75.545333,10
142025,Bharowal,Ludhiana,Punjab,30.879331,75.584269,7
142026,Jagraon,Ludhiana,Punjab,30.793611,75.474333,3
142027,Malakpur,Ludhiana,Punjab,30.910272,75.749674,2
142028,New Rajguru Nagar,Ludhiana,Punjab,30.835743,75.627180,2
142029,Dhaipai,Ludhiana,Punjab,30.798550,75.757657,4
142030,Chachrari,Ludhiana,Punjab,30.730790,75.540771,8
142031,Lakha,Ludhiana,Punjab,30.621137,75.439242,2
142032,Binjal,Ludhiana,Punjab,30.628650,75.507288,6
142033,Bangsipur,Ludhiana,Punjab,30.902947,75.473511,15
142034,Akhara,Ludhiana,Punjab,30.722975,75.470652,5
142035,Chakkar,Ludhiana,Punjab,30.714298,75.411246,6
142036,Fatehgarh Siwian,Ludhiana,Punjab,30.842600,75.421362,5
142037,Badhni Khurd,Moga,Punjab,30.715362,75.254656,6
142038,Alamwala Kalan,Moga,Punjab,30.705150,75.036960,17
142039,Baude,Moga,Punjab,30.816465,75.171704,10
142040,Mallianwala,Moga,Punjab,31.014000,74.933850,5
142041,Datta,Moga,Punjab,30.925450,74.969673,4
142042,Aminwala,Moga,Punjab,30.934188,75.230000,13
142043,Datewala,Moga,Punjab,30.901098,75.159641,11
142044,Behak Gujjaran,Firozepur,Punjab,31.099450,74.934170,7
142045,Kishan Garh,Moga,Punjab,30.813370,75.175565,3
142046,Didarewala,Moga,Punjab,30.570500,75.215500,5
142047,Chuchak Wind,Firozepur,Punjab,30.946550,74.939100,14
142048,Bukan Wala,Moga,Punjab,30.832525,74.729304,21
142049,Guru Teg Bahadur Garh,Moga,Punjab,30.786050,75.205000,11
142050,Dhanna Shahid,Firozepur,Punjab,30.918105,74.940990,11
142052,Bhangali Kalan,Firozepur,Punjab,30.745600,75.306560,15
142053,Ajitwal,Moga,Punjab,30.798400,75.248053,10
142054,Chugawan,Moga,Punjab,30.853550,75.323050,6
142055,Dhurkot Ransih,Moga,Punjab,30.576030,75.278500,7
142056,Gholia Kalan,Moga,Punjab,30.682650,75.190282,4
142057,Ganji Gulab Singh,Moga,Punjab,30.577190,75.100524,7
142058,Chak Kannian Kalan,Moga,Punjab,30.861992,75.241074,4
142060,Gill,Firozepur,Punjab,30.918104,74.616137,5
143001,Amritsar,Amritsar,Punjab,31.638561,74.880000,12
143002,JFMill,Amritsar,Punjab,31.634280,74.861278,2
143003,NODAL DELIVERY OFFICE,Amritsar,Punjab,31.630000,74.880000,1
143004,"Nodal Delivery Centre, Amritsar",Amritsar,Punjab,31.638600,74.882600,1
143005,Guru Nanak Dev University,Amritsar,Punjab,31.630000,74.830000,1
143006,Basti Ram Dhab,Amritsar,Punjab,31.620000,74.880000,13
143008,Dist Jail,Amritsar,Punjab,31.685000,74.890000,6
143009,Bohru,Amritsar,Punjab,31.560000,74.830000,5
143022,Chabha,Amritsar,Punjab,31.580000,74.900000,9
143101,Adiwala,Amritsar,Punjab,31.720000,74.830000,11
143102,Balharwal,Amritsar,Punjab,31.840000,74.760000,20
143103,Gaure Nangal,Amritsar,Punjab,31.870000,74.860000,6
143105,Basarke Gillan,Amritsar,Punjab,31.620000,74.800000,13
143107,Bhakna Kalan,Amritsar,Punjab,31.610000,74.700000,11
143108,Assarapur,Amritsar,Punjab,31.625000,74.615000,12
143109,Bhilowal Pacca,Amritsar,Punjab,31.745000,74.670000,20
143111,Allowal,Amritsar,Punjab,31.554400,75.170000,11
143112,Bhinder,Amritsar,Punjab,31.505000,75.190000,10
143113,Nangal Dial Singh,Amritsar,Punjab,31.640000,75.010000,7
143114,Arjan Manga,Amritsar,Punjab,31.680000,75.230000,10
143115,Dharar,Amritsar,Punjab,31.530000,75.060000,9
143116,Akalgarh Dhupaian,Amritsar,Punjab,31.635000,75.120000,10
143117,Banian,Tarn Taran,Punjab,31.448225,75.006775,6
143118,Beharipura,Tarn Taran,Punjab,31.420000,75.160000,7
143119,Babowal,Amritsar,Punjab,31.705000,75.125000,6
143149,Bhangwan,Amritsar,Punjab,31.560000,75.080000,9
143201,Bhalojla,Amritsar,Punjab,31.516559,75.274482,6
143202,Bhalaipur Purban,Amritsar,Punjab,31.575000,75.235000,6
143203,Jamalpur,Amritsar,Punjab,31.620000,75.320000,4
143204,Bal Sarai,Amritsar,Punjab,31.560000,75.320000,3
143205,Butter Sivya,Amritsar,Punjab,31.580000,75.300000,4
143301,Aima Kalan,Tarn Taran,Punjab,31.480000,74.790000,7
143302,Bakipur,Tarn Taran,Punjab,31.420000,74.760000,9
143303,Bainka,Tarn Taran,Punjab,31.349455,74.695000,6
143304,Bhagwanpura,Tarn Taran,Punjab,31.290000,74.760000,11
143305,Basarke,Tarn Taran,Punjab,31.350000,74.600000,11
143401,Tarn Taran,Tarn Taran,Punjab,31.457758,74.918607,1
143402,Bagrian,Tarn Taran,Punjab,31.460000,74.918607,15
143406,Bath,Tarn Taran,Punjab,31.460000,75.030000,7
143407,Behal,Tarn Taran,Punjab,31.365000,75.090000,6
143408,Chamba Kalan,Tarn Taran,Punjab,31.260000,75.000000,6
143409,Bhathal Bhai,Tarn Taran,Punjab,31.969195,75.150000,8
143410,Dadeha Sahib,Tarn Taran,Punjab,31.289050,74.940000,7
143411,Alaadeenpur,Tarn Taran,Punjab,31.378300,74.994884,12
143412,Alipur,Tarn Taran,Punjab,31.210000,74.925000,6
143413,Jhita Kalan,Amritsar,Punjab,31.460000,74.840000,3
143414,Chahal,Tarn Taran,Punjab,31.500000,74.690000,5
143415,Galalipur,Tarn Taran,Punjab,31.333383,74.866662,9
143416,Bahmniwala,Tarn Taran,Punjab,31.246754,74.810000,18
143419,Algon Khurd,Tarn Taran,Punjab,31.155490,74.555000,14
143422,Dhunda,Tarn Taran,Punjab,31.340000,75.125000,4
143501,Fatehgarh Shukarchack,Amritsar,Punjab,31.670000,74.950000,9
143502,Abdal,Amritsar,Punjab,31.725250,75.020000,10
143504,Bhilowal,Amritsar,Punjab,31.740000,75.060000,7
143505,Batala,Gurdaspur,Punjab,31.813750,75.197790,6
143506,Batala Sugar Mills,Gurdaspur,Punjab,31.753620,75.230850,14
143507,Balpurian,Gurdaspur,Punjab,31.830000,75.120000,13
143511,Akarpura,Gurdaspur,Punjab,31.915000,75.169930,18
143512,Barila Kalan,Gurdaspur,Punjab,31.980000,75.150000,7
143513,Bhole Ke,Gurdaspur,Punjab,31.901125,75.035000,8
143514,Bhoman,Gurdaspur,Punjab,31.682950,75.339750,8
143515,Ballarwal,Gurdaspur,Punjab,31.685000,75.437950,8
143516,Dhandal,Gurdaspur,Punjab,31.800000,75.380000,7
143517,Alma,Gurdaspur,Punjab,31.860000,75.500000,7
143518,Dehriwal,Gurdaspur,Punjab,31.871100,75.280000,9
143519,Fateh Nangal,Gurdaspur,Punjab,31.953004,75.305000,9
143520,Babri Jiwan Wal,Gurdaspur,Punjab,32.020000,75.320000,9
143521,Gurdaspur,Gurdaspur,Punjab,32.043274,75.398880,2
143525,Bharial,Gurdaspur,Punjab,32.180000,75.379440,4
143526,Dostpur,Gurdaspur,Punjab,32.086220,75.302050,9
143527,Aulakh Kalan,Gurdaspur,Punjab,31.780000,75.450000,10
143528,Chak Sharif,Gurdaspur,Punjab,31.940000,75.440000,6
143529,Babri,Gurdaspur,Punjab,31.975000,75.389440,4
143530,Babehali,Gurdaspur,Punjab,32.030000,75.460000,9
143531,Awankha,Gurdaspur,Punjab,32.085000,75.470000,10
143532,Bharath,Gurdaspur,Punjab,32.130000,75.410000,3
143533,Bianpure,Gurdaspur,Punjab,32.115000,75.570000,4
143534,Baknaur,Pathankot,Punjab,32.195000,75.470000,8
143601,Bal Khurd,Amritsar,Punjab,31.770000,74.955000,16
143602,Hardorwal,Gurdaspur,Punjab,31.860000,74.960000,9
143603,Dahoorian,Amritsar,Punjab,31.935000,74.861130,6
143604,Bhagthana Tulian,Gurdaspur,Punjab,32.005000,75.035000,12
143605,Dharowali,Gurdaspur,Punjab,31.930000,75.070000,5
143606,Balbawa,Amritsar,Punjab,31.815000,74.900000,10
144001,Jalandhar City,Jalandhar,Punjab,31.326723,75.586847,12
144002,Athola,Jalandhar,Punjab,31.374225,75.512100,10
144003,Khurla,Jalandhar,Punjab,31.326723,75.586847,6
144004,Bal,Jalandhar,Punjab,31.326723,75.586847,12
144005,Jalandhar Cantt,Jalandhar,Punjab,31.300299,75.630428,4
144006,BSF Campus,Jalandhar,Punjab,31.300299,75.630428,2
144007,Ladhewali,Jalandhar,Punjab,31.300299,75.630428,1
144008,Bazaar Nauhrian,Jalandhar,Punjab,31.326723,75.586847,7
144009,Chogitti,Jalandhar,Punjab,31.326723,75.586847,2
144010,Dhanowali,Jalandhar,Punjab,31.300299,75.630428,1
144011,REC Jalandhar,Jalandhar,Punjab,31.326723,75.586847,1
144012,"Nodal Delivery Centre, Jalandhar",Jalandhar,Punjab,31.192300,75.345300,1
144020,Qadian Wali,Jalandhar,Punjab,31.241500,75.626600,3
144021,Hellor,Jalandhar,Punjab,31.270162,75.589574,4
144022,Dhina,Jalandhar,Punjab,31.300299,75.630428,3
144023,Dakoha,Jalandhar,Punjab,31.300299,75.630428,1
144024,Khusropur,Jalandhar,Punjab,31.261000,75.663000,5
144025,Budhiana,Jalandhar,Punjab,31.383500,75.638450,8
144026,Kalyanpur,Jalandhar,Punjab,31.352400,75.617100,8
144027,Suranussi,Jalandhar,Punjab,31.326723,75.586847,1
144028,Lallian,Jalandhar,Punjab,31.339562,75.601973,2
144029,Chhokran,Jalandhar,Punjab,31.085500,75.916700,5
144030,Kalra,Jalandhar,Punjab,31.367711,75.696174,2
144031,RURKA KALAN,Jalandhar,Punjab,31.527470,75.806600,1
144032,Daduwal,Jalandhar,Punjab,31.217809,75.769391,3
144033,Bhangala,Jalandhar,Punjab,31.527470,75.806600,6
144034,Bhardwajian,Jalandhar,Punjab,31.217806,75.769394,5
144035,Kang Arryan,Jalandhar,Punjab,31.372640,75.787995,4
144036,Khokhewal,Jalandhar,Punjab,31.217808,75.769395,5
144037,Nagra,Jalandhar,Punjab,31.527470,75.806600,3
144039,Bhallowal,Jalandhar,Punjab,31.125808,75.575554,15
144040,Bara Sidhpur,Jalandhar,Punjab,31.144900,75.485200,14
144041,Adarman,Jalandhar,Punjab,31.366908,75.691391,14
144042,Chak Kalan,Jalandhar,Punjab,31.527470,75.806600,4
144043,Birpind,Jalandhar,Punjab,31.217806,75.769395,6
144044,Bath Kalan,Jalandhar,Punjab,31.527470,75.806600,3
144101,Bhojowal,Jalandhar,Punjab,31.340400,75.671700,6
144102,Chuharwali,Jalandhar,Punjab,31.387500,75.245600,11
144103,Damunda,Jalandhar,Punjab,31.422000,75.756400,3
144104,Daroli Khurd,Jalandhar,Punjab,31.364911,75.671424,2
144105,Badla Mahi,Hoshiarpur,Punjab,31.250000,75.505000,14
144106,Chukhiara,Jalandhar,Punjab,31.473600,75.757600,7
144201,Behram Sarista,Jalandhar,Punjab,31.326300,75.576900,17
144202,Alampur,Hoshiarpur,Punjab,31.420000,75.240000,8
144204,Baich,Hoshiarpur,Punjab,31.435000,75.630000,12
144205,Dasuya,Hoshiarpur,Punjab,31.817260,75.657304,1
144206,Bahera,Hoshiarpur,Punjab,31.560000,75.460000,3
144207,Ambala Jattan,Hoshiarpur,Punjab,31.420000,75.657304,16
144208,Baghpur,Hoshiarpur,Punjab,31.050000,75.648652,10
144209,Chowki Patiari,Hoshiarpur,Punjab,31.245000,74.895000,4
144210,Chak Ladhian,Hoshiarpur,Punjab,31.530000,75.657304,7
144211,Hoshiarpur Kalota,Hoshiarpur,Punjab,31.514318,75.911483,9
144212,Harsipind,Hoshiarpur,Punjab,31.630000,75.840000,9
144213,Fatehpur Bhattlan,Hoshiarpur,Punjab,31.800000,75.810000,5
144214,Abdulapur,Hoshiarpur,Punjab,30.955000,75.185000,8
144216,Rajwal,Hoshiarpur,Punjab,31.483630,75.403652,2
144221,Bhagran,Hoshiarpur,Punjab,31.800000,75.640000,13
144222,Deopur,Hoshiarpur,Punjab,31.780000,75.450000,5
144223,Badla,Hoshiarpur,Punjab,31.285000,75.010000,8
144224,Amroh,Hoshiarpur,Punjab,31.160000,75.657304,7
144301,Kishangarh,Jalandhar,Punjab,31.434350,75.649700,4
144302,Dolike Sunderpur,Jalandhar,Punjab,31.056400,75.165200,4
144303,Jallowal,Jalandhar,Punjab,31.432500,75.650800,5
144305,Berchha,Hoshiarpur,Punjab,31.340000,75.145000,8
144306,Bariowal,Hoshiarpur,Punjab,31.930000,75.653652,10
144311,Rorkee,Jalandhar,Punjab,31.598809,75.336050,2
144401,Phagwara,Kapurthala,Punjab,31.248600,75.809890,5
144402,Athouli,Kapurthala,Punjab,31.237061,75.765211,12
144403,Barn,Kapurthala,Punjab,31.295150,75.734510,5
144404,KHANAURA,Hoshiarpur,Punjab,31.515963,75.810000,7
144405,Bhagana,Kapurthala,Punjab,31.336486,75.833061,4
144406,Dihana,Hoshiarpur,Punjab,30.982982,75.662002,2
144407,Bhabiana,Kapurthala,Punjab,31.340970,75.791950,5
144408,PANCHHAT,Kapurthala,Punjab,31.348882,75.868855,1
144409,Birbansian,Jalandhar,Punjab,31.093600,75.778200,11
144410,Ganna Pind,Jalandhar,Punjab,31.035700,75.822650,10
144411,Chiheru,Kapurthala,Punjab,31.239600,75.710910,7
144415,Lassara,Shahid Bhagat Singh Nagar,Punjab,31.300299,75.630428,1
144416,Mandi,Jalandhar,Punjab,31.082800,75.874000,3
144417,Phambra,Shahid Bhagat Singh Nagar,Punjab,31.184349,75.816414,2
144418,Atti,Jalandhar,Punjab,31.117350,75.809700,8
144419,Bharsingpura,Jalandhar,Punjab,31.053100,75.862800,4
144421,Bohara,Shahid Bhagat Singh Nagar,Punjab,31.100500,76.037550,6
144422,Bhakhlaur,Shahid Bhagat Singh Nagar,Punjab,31.053600,75.963300,3
144501,Jasso Mazara,Shahid Bhagat Singh Nagar,Punjab,31.194200,75.849100,4
144502,Dhandwar,Shahid Bhagat Singh Nagar,Punjab,31.161700,75.876900,7
144503,Bharoli,Shahid Bhagat Singh Nagar,Punjab,31.222200,75.884600,8
144504,Bhan Mazara,Shahid Bhagat Singh Nagar,Punjab,31.227950,75.862000,6
144505,Baharowal,Shahid Bhagat Singh Nagar,Punjab,31.194050,75.946200,12
144506,Bhaura,Shahid Bhagat Singh Nagar,Punjab,31.186900,75.992200,4
144507,Chahal Kalan,Shahid Bhagat Singh Nagar,Punjab,31.118600,75.955800,7
144508,Bains,Shahid Bhagat Singh Nagar,Punjab,31.300299,75.630428,4
144509,Khanpur,Shahid Bhagat Singh Nagar,Punjab,31.154400,75.962300,3
144510,Gobindpur,Shahid Bhagat Singh Nagar,Punjab,31.214400,76.023200,5
144511,Gunachaur,Shahid Bhagat Singh Nagar,Punjab,30.975500,76.018400,5
144512,Bhin,Shahid Bhagat Singh Nagar,Punjab,31.163400,76.043500,8
144513,Amargarh,Shahid Bhagat Singh Nagar,Punjab,31.134300,76.046000,5
144514,Allachaur,Shahid Bhagat Singh Nagar,Punjab,31.066700,76.166700,9
144515,Dhangerpur,Shahid Bhagat Singh Nagar,Punjab,31.067500,76.203500,7
144516,Bhagaura,Shahid Bhagat Singh Nagar,Punjab,31.104000,76.168200,8
144517,Bairsian,Shahid Bhagat Singh Nagar,Punjab,31.053000,76.112850,6
144518,Bazidpur,Shahid Bhagat Singh Nagar,Punjab,31.048400,76.057100,8
144519,Behbalpur,Hoshiarpur,Punjab,31.560000,75.580000,5
144520,Aiman Jattan,Hoshiarpur,Punjab,31.350000,75.840000,6
144521,Aduana,Shahid Bhagat Singh Nagar,Punjab,31.325000,75.840000,14
144522,Bagowal,Shahid Bhagat Singh Nagar,Punjab,31.250000,75.840000,7
144523,Bhawanipur,Hoshiarpur,Punjab,31.440000,75.645000,8
144524,Begumpur,Shahid Bhagat Singh Nagar,Punjab,31.085000,75.405000,6
144525,Chandiani Khurd,Shahid Bhagat Singh Nagar,Punjab,31.420000,75.810000,5
144526,Bachhauri,Shahid Bhagat Singh Nagar,Punjab,31.260000,75.840000,12
144527,Basiala,Hoshiarpur,Punjab,31.250000,74.925000,10
144528,Badesron,Hoshiarpur,Punjab,31.270000,75.570000,10
144529,Bharowal,Hoshiarpur,Punjab,31.450000,75.890000,6
144530,Fateh Pur Kothi,Hoshiarpur,Punjab,31.560000,75.840000,6
144531,Kitna,Hoshiarpur,Punjab,31.470000,75.904004,3
144532,Chak Singha,Hoshiarpur,Punjab,31.450000,75.645000,8
144533,Rel,Shahid Bhagat Singh Nagar,Punjab,31.516000,75.904000,2
144601,Kapurthala,Kapurthala,Punjab,31.378505,75.380909,4
144602,RAIL COACH FACTORY KAPURTHALA,Kapurthala,Punjab,31.348310,75.418140,1
144603,Ahmedpur,Kapurthala,Punjab,31.383450,75.327050,11
144606,Bhawanipur,Kapurthala,Punjab,31.374930,75.337163,5
144620,Bhanolanga,Kapurthala,Punjab,31.374928,75.384208,9
144621,Akbarpur,Kapurthala,Punjab,31.612790,75.527510,5
144622,Alampur Bhakha,Kapurthala,Punjab,31.516540,75.515190,9
144623,Adhi,Jalandhar,Punjab,31.269570,75.406310,8
144624,Chakoki,Kapurthala,Punjab,31.542331,75.444504,5
144625,Kular,Jalandhar,Punjab,31.211327,75.451567,4
144626,Dalla,Kapurthala,Punjab,31.195240,75.126300,8
144628,Burewal,Kapurthala,Punjab,31.397189,75.353450,6
144629,Bara Jodh Singh,Jalandhar,Punjab,31.091900,75.659371,11
144630,Gohir,Jalandhar,Punjab,31.142655,75.610150,8
144631,Miani Bhagopurian,Kapurthala,Punjab,31.498940,75.906785,2
144632,Birk,Jalandhar,Punjab,31.201369,75.770387,8
144633,Dhanipind,Jalandhar,Punjab,31.184634,75.685036,3
144701,Chak Chela,Jalandhar,Punjab,31.170760,75.428660,10
144702,Bahamanian,Jalandhar,Punjab,31.065790,75.248190,12
144703,Bagga,Jalandhar,Punjab,31.836200,75.647400,10
144801,Kala Khera,Jalandhar,Punjab,31.374930,75.384206,4
144802,Kanjli,Kapurthala,Punjab,31.432950,75.391015,7
144803,Kudowal,Jalandhar,Punjab,31.271605,75.688080,2
144804,Bhandal Bet,Kapurthala,Punjab,31.517120,75.348150,9
144805,Kahlwan,Jalandhar,Punjab,31.382075,75.384029,3
144806,Khusropur,Jalandhar,Punjab,31.332199,75.547404,2
144819,Maqsoodpur,Kapurthala,Punjab,31.572604,75.488196,3
145001,Badhani,Pathankot,Punjab,32.285000,75.695000,20
145022,Bhanguri,Pathankot,Punjab,32.420000,75.840000,5
145023,Bhabber,Pathankot,Punjab,32.325000,75.615000,6
145024,Tharial,Pathankot,Punjab,32.196637,75.504440,2
145025,Bharoli,Pathankot,Punjab,32.255000,75.555000,12
